id;date;advertiser;client;affiliate;tags_id;stats_countrycode;stats_model;name;link;status
298;2021-08-25 14:12:26;Leclerc;Local Vista;Christophe Lespilette;8;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""""}]";La Pepite du Net;https://clk.tradedoubler.com/click?p=320480&a=3234227&g=25048642;error
299;2021-08-25 14:32:42;Leclerc;Local Vista;Christophe Lespilette;8;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""""}]";La Pepite du Net;https://clk.tradedoubler.com/click?p=320480&a=3234227&g=25048642;error
300;2021-08-25 15:17:42; PALLADIUM BOOTS;LEONARDO/CLICK ADV / TRIBOO MEDIA S.R.L;NiccolÃ³;14;Fr;"[{""modelid"":null,""modelname"":"""",""payout"":""""}]";Daily Promo (UK);http://koiadv.go2cloud.org/aff_c?offer_id=1772&aff_id=1098&source=dailypromoUK2708&file_id=4911;error
301;2021-08-25 16:39:55;Decathlon;;;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0,3""}]";Ma DestinÃ©;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdhai0cgidif0a&avuid=[UID];success
302;2021-08-25 16:45:59;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.3""}]";Le Petit Finaud;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdhai0cgidif0a&avuid=[UID];success
303;2021-08-25 17:10:52;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.3""}]";Une Proposition;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdhai0cgidif0a&avuid=[UID];success
304;2021-08-25 17:13:58;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""""}]";Ma DestinÃ©;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdhai0cgidif0a&avuid=[UID];success
305;2021-08-26 08:19:05;Aliexpress;ADVERTISE ME;Majorie Dien;8;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.16""}]";Ma DestinÃ©;https://stats.digitalmetric.fr/stclk/32e26210a2a71937e705c8351166e9a6/pNV/191273/1?;success
306;2021-08-27 15:13:24;Nu Auto Taxeren;1CLICKWONDER - ONECLICKWONDER;Ryan Ranaweera;2;Fr;"[{""modelid"":null,""modelname"":"""",""payout"":""""}]";Daily Promo (UK);https://tracking.topnews.org.uk/aff_c?offer_id=2425&aff_id=1283&source=dailypromoUK2908&file_id=11669;error
307;2021-08-30 09:20:30;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Les Bon Kdo;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiaj0chaich0a&avuid=[UID];success
308;2021-08-30 09:38:26;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Les Bon Kdo;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiaj0chaich0a&avuid=[UID];success
309;2021-08-30 09:39:44;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Les Bon Kdo;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiag0chaicg0a&avuid=[UID];success
310;2021-08-30 09:45:05;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Les Bon Kdo;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiag0chaicg0a&avuid=[UID];success
311;2021-08-30 10:11:26;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Envies de Bons Plans;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiaj0chaich0a&avuid=[UID];success
312;2021-08-30 10:39:02;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""},{""modelid"":3,""modelname"":""cpm"",""payout"":""10""}]";L'Agenda des Ventes PrivÃ©es (COM);http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiaj0chaich0a&avuid=[UID];success
313;2021-08-30 10:41:20;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""},{""modelid"":3,""modelname"":""cpm"",""payout"":""10""}]";Promo en Exclu;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiaj0chaich0a&avuid=[UID];success
314;2021-08-30 10:43:19;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""},{""modelid"":3,""modelname"":""cpm"",""payout"":""10""}]";Vos Reducs ;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiag0chaicg0a&avuid=[UID];success
315;2021-08-30 10:45:13;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0,6""}]";Alerte Bons Plans;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiaj0chaich0a&avuid=[UID];success
316;2021-08-30 10:46:16;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0,6""}]";Ma Selection Shopping;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiaj0chaich0a&avuid=[UID];success
317;2021-08-30 10:47:09;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0,6""}]";Super Malin;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiaj0chaich0a&avuid=[UID];success
318;2021-08-30 10:48:21;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0,6""}]";Les DÃ©nicheurs du net;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiaj0chaich0a&avuid=[UID];success
319;2021-08-30 10:50:44;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Consommer Moins Cher;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiag0chaicg0a&avuid=[UID];success
320;2021-08-30 10:54:33;DÃ©cathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Avis de Bons Plans (EXPERTSENDER);http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiaj0chaich0a&avuid=[UID];success
321;2021-08-30 11:01:20;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0,6""}]";Les DÃ©nicheurs du net;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiaj0chaich0a&avuid=[UID];success
322;2021-08-30 11:02:29;DÃ©clic kilo;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Consommer Moins Cher;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiag0chaicg0a&avuid=[UID];success
323;2021-08-30 11:05:40;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""},{""modelid"":3,""modelname"":""cpm"",""payout"":""10""}]";Promo en Exclu;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiaj0chaich0a&avuid=[UID];success
324;2021-08-30 11:08:28;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Promo en Exclu;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiaj0chaich0a&avuid=[UID];success
325;2021-08-30 11:48:24;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Consommer Moins Cher;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiag0chaicg0a&avuid=[UID];success
326;2021-08-30 11:55:50;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Panda Guide Conso;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiag0chaicg0a&avuid=[UID];success
327;2021-08-30 11:59:22;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Alerte Discount;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiag0chaicg0a&avuid=[UID];success
328;2021-08-30 12:01:01;DÃ©cathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Avis de Bons Plans (EXPERTSENDER);http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiaj0chaich0a&avuid=[UID];success
329;2021-08-30 12:04:47;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Promo en Exclu;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiaj0chaich0a&avuid=[UID];success
330;2021-08-30 13:36:20;DÃ©cathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Le Petit Finaud;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiag0chaicg0a&avuid=[UID];success
331;2021-08-30 13:45:45;DÃ©cathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.60""}]";De Bon Matin;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiag0chaicg0a&avuid=[UID];success
332;2021-08-30 13:50:34;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Comptoir des Reducs;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiag0chaicg0a&avuid=[UID];success
333;2021-08-30 13:50:47;DÃ©cathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.60""}]";Le Petit Finaud;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiag0chaicg0a&avuid=[UID];success
334;2021-08-30 13:52:37;Decathlon;;;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Comptoir des Reducs;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiag0chaicg0a&avuid=[UID];success
335;2021-08-30 13:55:37;DÃ©cathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.60""}]";De Bon Matin;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiag0chaicg0a&avuid=[UID];success
336;2021-08-30 13:57:46;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Promo en Exclu;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiaj0chaich0a&avuid=[UID];success
337;2021-08-30 14:04:56;test;ABACUS MARKETING SL;Natalia;1;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.3""}]";Vos Reducs ;;ERROR IN DATA
338;2021-08-30 14:06:32;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Vos Reducs ;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiag0chaicg0a&avuid=[UID];success
339;2021-08-30 14:09:50;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Vos Reducs ;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiag0chaicg0a&avuid=[UID];success
340;2021-08-30 14:43:18;Decathlon;ADVENTURE CONSEIL;Ayoub;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Les PrivilÃ¨ges (.net);http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiag0chaicg0a&avuid=[UID];success
341;2021-08-30 15:02:17;Homme privÃ©;Kontiki media;Victoria Branger;8;Fr;"[{""modelid"":5,""modelname"":""c2l"",""payout"":""0.5""}]";De Bon Matin;http://clk.tradedoubler.com/click?p=318527&a=3050767&g=25008906&url=http://www.hommeprive.com/?name=[lname]&surname=[fname]&email=[email]&password=827ccb0eea8a706c4c34a16891f84e7b&keyid=jh75d5s6gh127kiu9&sponsor_id=1449344&auto_register=1&redir=1;success
342;2021-08-31 07:10:07;Decathlon;Kontiki media;Hasina Millet;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Vos Reducs ;http://kont.adcolink.com/tracking/?type=redirectemail&i=gjg0bah0fdfh0bdiag0chaicg0a&avuid=[UID];success
343;2021-08-31 07:36:14;Solution Epargne;GA Media;Hua Tang;10;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""13.5""}]";Comptoir des Reducs;https://clk.tradedoubler.com/click?p=317488&a=3045412&g=24991502&url=https://actualitefinance.com/campagneplacement-2021/?source=Emailing&subaff_id=3045412&transaction_id=[TRANSACTION_ID]&affiliate_id=2971;success
344;2021-08-31 09:11:39;Advertise;Kontiki media;Hasina Millet;2;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Comptoir des Reducs;https://clk.tradedoubler.com/click?p=317488&a=3045412&g=24991502&url=https://actualitefinance.com/campagneplacement-2021/?source=Emailing&subaff_id=3045412&transaction_id=[TRANSACTION_ID]&affiliate_id=2971;success
345;2021-08-31 09:23:57;Mediaset Premium;LoudingAds;Zainab;42;DE;"[{""modelid"":4,""modelname"":""cpa"",""payout"":""12""}]";Daily-Promos (NET);http://ho.leadsandads.com/aff_c?offer_id=1226&aff_id=1373&source=dailypromoDE0109&file_id=10436;success
346;2021-08-31 09:24:22;Advertise;Kontiki media;Hasina Millet;3;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Comptoir des Reducs;https://clk.tradedoubler.com/click?p=317488&a=3045412&g=24991502&url=https://actualitefinance.com/campagneplacement-2021/?source=Emailing&subaff_id=3045412&transaction_id=[TRANSACTION_ID]&affiliate_id=2971;success
347;2021-08-31 09:25:47;Advertise;Kontiki media;Hasina Millet;3;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Comptoir des Reducs;https://clk.tradedoubler.com/click?p=317488&a=3045412&g=24991502&url=https://actualitefinance.com/campagneplacement-2021/?source=Emailing&subaff_id=3045412&transaction_id=[TRANSACTION_ID]&affiliate_id=2971;success
348;2021-08-31 09:28:27;Advertise;Kontiki media;Hasina Millet;3;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Comptoir des Reducs;https://clk.tradedoubler.com/click?p=317488&a=3045412&g=24991502&url=https://actualitefinance.com/campagneplacement-2021/?source=Emailing&subaff_id=3045412&transaction_id=[TRANSACTION_ID]&affiliate_id=2971;success
349;2021-08-31 09:32:04;Advertise;Kontiki media;Hasina Millet;3;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Comptoir des Reducs;https://clk.tradedoubler.com/click?p=317488&a=3045412&g=24991502&url=https://actualitefinance.com/campagneplacement-2021/?source=Emailing&subaff_id=3045412&transaction_id=[TRANSACTION_ID]&affiliate_id=2971;success
350;2021-08-31 10:16:12;Advertise;ABACUS MARKETING SL;Natalia;2;Fr;"[{""modelid"":null,""modelname"":"""",""payout"":""""}]";L'Agenda des Ventes PrivÃ©es (COM);https://www.06important-comparateur.com/index.php?p1=Email&prenom=[fname]&nom=[lname]&email=[email]&cam=11&ver=28_A&crea=53&part=42&bas=144&sc=Dbmtin3108;success
351;2021-08-31 10:33:38;Advertise;Kontiki media;Hasina Millet;2;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Comptoir des Reducs;https://clk.tradedoubler.com/click?p=317488&a=3045412&g=24991502&url=https://actualitefinance.com/campagneplacement-2021/?source=Emailing&subaff_id=3045412&transaction_id=[TRANSACTION_ID]&affiliate_id=2971;success
352;2021-08-31 10:34:44;Advertise;Kontiki media;Hasina Millet;2;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Comptoir des Reducs;https://clk.tradedoubler.com/click?p=317488&a=3045412&g=24991502&url=https://actualitefinance.com/campagneplacement-2021/?source=Emailing&subaff_id=3045412&transaction_id=[TRANSACTION_ID]&affiliate_id=2971;success
353;2021-08-31 10:58:13;Advertise;Kontiki media;Hasina Millet;2;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Comptoir des Reducs;https://clk.tradedoubler.com/click?p=317488&a=3045412&g=24991502&url=https://actualitefinance.com/campagneplacement-2021/?source=Emailing&subaff_id=3045412&transaction_id=[TRANSACTION_ID]&affiliate_id=2971;success
354;2021-08-31 11:01:35;Advertise;Kontiki media;Hasina Millet;2;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Comptoir des Reducs;https://clk.tradedoubler.com/click?p=317488&a=3045412&g=24991502&url=https://actualitefinance.com/campagneplacement-2021/?source=Emailing&subaff_id=3045412&transaction_id=[TRANSACTION_ID]&affiliate_id=2971;success
355;2021-08-31 11:03:21;Advertise;Kontiki media;Hasina Millet;2;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Comptoir des Reducs;https://clk.tradedoubler.com/click?p=317488&a=3045412&g=24991502&url=https://actualitefinance.com/campagneplacement-2021/?source=Emailing&subaff_id=3045412&transaction_id=[TRANSACTION_ID]&affiliate_id=2971;success
356;2021-08-31 11:55:48;Advertise;Kontiki media;Hasina Millet;2;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Oz Daily Hunt;https://clk.tradedoubler.com/click?p=317488&a=3045412&g=24991502&url=https://actualitefinance.com/campagneplacement-2021/?source=Emailing&subaff_id=3045412&transaction_id=[TRANSACTION_ID]&affiliate_id=2971;success
357;2021-08-31 12:02:32;Advertise;Kontiki media;Hasina Millet;2;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Club des Reducs;https://clk.tradedoubler.com/click?p=317488&a=3045412&g=24991502&url=https://actualitefinance.com/campagneplacement-2021/?source=Emailing&subaff_id=3045412&transaction_id=[TRANSACTION_ID]&affiliate_id=2971;success
358;2021-08-31 12:04:11;Advertise;Kontiki media;Hasina Millet;2;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Club des Reducs;"https://tracking.gopsjump.com.au/aff_c?offer_id=6275&aff_id=8171&source=ozripperdeal0109&file_id=49926&url_id=25872&aff_sub=;";success
359;2021-08-31 12:09:06;Advertise;Kontiki media;Hasina Millet;2;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Club des Reducs;"https://tracking.gopsjump.com.au/aff_c?offer_id=6275&aff_id=8171&source=ozripperdeal0109&file_id=49926&url_id=25872&aff_sub=;";success
360;2021-08-31 12:10:17;Advertise;Kontiki media;Hasina Millet;2;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Club des Reducs;"https://tracking.gopsjump.com.au/aff_c?offer_id=6275&aff_id=8171&source=ozripperdeal0109&file_id=49926&url_id=25872&aff_sub=;";success
361;2021-08-31 12:11:09;Advertise;Kontiki media;Hasina Millet;2;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Club des Reducs;"https://tracking.gopsjump.com.au/aff_c?offer_id=6275&aff_id=8171&source=ozripperdeal0109&file_id=49926&url_id=25872&aff_sub=;";success
362;2021-08-31 12:12:35;Advertise;Kontiki media;Hasina Millet;2;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Club des Reducs;"https://tracking.gopsjump.com.au/aff_c?offer_id=6275&aff_id=8171&source=ozripperdeal0109&file_id=49926&url_id=25872&aff_sub=;";success
363;2021-08-31 12:17:17;Advertise;Kontiki media;Hasina Millet;2;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Club des Reducs;"https://tracking.gopsjump.com.au/aff_c?offer_id=6275&aff_id=8171&source=ozripperdeal0109&file_id=49926&url_id=25872&aff_sub=;";success
364;2021-08-31 12:19:48;Advertise;Kontiki media;Hasina Millet;2;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Club des Reducs;http://srv.lamarsuk7.eu/sv_it_newtv_0321/?origin=13874&email=[email]&lastname=[lname]&firstname=[fname]&zipcode=[zcode];success
365;2021-08-31 12:21:07;Advertise;Kontiki media;Hasina Millet;2;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.6""}]";Club des Reducs;http://srv.lamarsuk7.eu/sv_it_newtv_0321/?origin=13874&email=[email]&lastname=[lname]&firstname=[fname]&zipcode=[zcode];success
366;2021-08-31 12:44:06;Maisons du monde;REACTIVPUB/ R-ADVERTISING;Julien Aguillon;5;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""0.55""}]";Ma DestinÃ©;https://clk.tradedoubler.com/click?p=317291&a=2933064&g=25067098&url=https://jeu.maisonsdumonde.com/destinationdeco/?utm_source=radvertising&utm_medium=collectedeleads&utm_campaign=fraisdeportoffert;error
367;2021-08-31 12:50:52;CafÃ© coton;Digitalkeys;DÃ©janire;26;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.2""}]";Comptoir des Reducs;https://track.dkitaf.com/servlet/effi.redir?id_compteur=22669176&effi_param1=181485&url=https%3A%2F%2Fwww.cafecoton.fr%2F%3Futm_source%3Daffiliation%26utm_medium%3Dmailing%26utm_campaign%3Daffiliation-mailing-soldesete21%26utm_content%3D1395068728;success
368;2021-08-31 13:01:19;Advertise;Kontiki media;Hasina Millet;2;Fr;"[{""modelid"":null,""modelname"":"""",""payout"":""""}]";Club des Reducs;https://track.dkitaf.com/servlet/effi.redir?id_compteur=22669176&effi_param1=181485&url=https%3A%2F%2Fwww.cafecoton.fr%2F%3Futm_source%3Daffiliation%26utm_medium%3Dmailing%26utm_campaign%3Daffiliation-mailing-soldesete21%26utm_content%3D1395068728;success
369;2021-08-31 13:03:54;CoffeeBox;Kontiki media;Victoria Branger;46;Fr;"[{""modelid"":null,""modelname"":"""",""payout"":""""}]";La Pepite du Net;http://clk.tradedoubler.com/click?p=299668&a=3095304&g=24963402&epi=&url=https://www.coffretcafe.fr/fr/bi/index.html?id=18&ref=KONTIKI_3095304&email=[email];success
370;2021-08-31 13:07:07;Advertise;Kontiki media;Hasina Millet;2;Fr;"[{""modelid"":null,""modelname"":"""",""payout"":""""}]";Club des Reducs;https://track.dkitaf.com/servlet/effi.redir?id_compteur=22669176&effi_param1=181485&url=https%3A%2F%2Fwww.cafecoton.fr%2F%3Futm_source%3Daffiliation%26utm_medium%3Dmailing%26utm_campaign%3Daffiliation-mailing-soldesete21%26utm_content%3D1395068728;success
371;2021-08-31 13:12:03;Advertise;Kontiki media;Hasina Millet;2;Fr;"[{""modelid"":null,""modelname"":"""",""payout"":""""}]";Club des Reducs;https://track.dkitaf.com/servlet/effi.redir?id_compteur=22669176&effi_param1=181485&url=https%3A%2F%2Fwww.cafecoton.fr%2F%3Futm_source%3Daffiliation%26utm_medium%3Dmailing%26utm_campaign%3Daffiliation-mailing-soldesete21%26utm_content%3D1395068728;success
372;2021-08-31 13:18:25;Advertise;Kontiki media;Hasina Millet;53;Fr;"[{""modelid"":null,""modelname"":"""",""payout"":""""}]";Club des Reducs;https://track.dkitaf.com/servlet/effi.redir?id_compteur=22669176&effi_param1=181485&url=https%3A%2F%2Fwww.cafecoton.fr%2F%3Futm_source%3Daffiliation%26utm_medium%3Dmailing%26utm_campaign%3Daffiliation-mailing-soldesete21%26utm_content%3D1395068728;success
373;2021-08-31 13:25:39;Lulli sur la toile;Avent Media;Matthieu;26;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.2""}]";Une Proposition;https://clk.tradedoubler.com/click?p=311090&a=2789196&g=25067214&epi=KTK7&url=https://www.lulli-sur-la-toile.com/live-shopping.html?utm_source=aventmedia&utm_medium=mail&utm_campaign=live-shopping;success
374;2021-08-31 13:26:00;Ozoa;Kontiki media;Sandra Wong;26;Fr;"[{""modelid"":null,""modelname"":"""",""payout"":""""}]";La Pepite du Net;http://clk.tradedoubler.com/click?p=278704&a=3095304&g=25066282&epi=&url=[[PERMALINK]];success
375;2021-08-31 13:41:48;CoffeeBox;Kontiki media;Victoria Branger;46;Fr;"[{""modelid"":5,""modelname"":""c2l"",""payout"":""0.5""}]";La Pepite du Net;http://clk.tradedoubler.com/click?p=299668&a=3095304&g=24963402&epi=&url=https://www.coffretcafe.fr/fr/bi/index.html?id=18&ref=KONTIKI_3095304&email=[email];success
376;2021-08-31 13:51:31;Ozoa;Kontiki media;Sandra Wong;26;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.2""}]";La Pepite du Net;http://clk.tradedoubler.com/click?p=278704&a=3095304&g=25066282&epi=&url=[[PERMALINK]];success
377;2021-08-31 13:54:53;test;ABACUS MARKETING SL;Natalia;42;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.15""}]";L'Agenda des Ventes PrivÃ©es (COM);https://clk.tradedoubler.com/click?p=321267&a=3234022&g=25066956;error
378;2021-08-31 14:22:10;Maisons du monde;REACTIVPUB/ R-ADVERTISING;Julien Aguillon;5;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""0.55""}]";Une Proposition;https://clk.tradedoubler.com/click?p=317291&a=3040748&g=25067098&url=https://jeu.maisonsdumonde.com/destinationdeco/?utm_source=radvertising&utm_medium=collectedeleads&utm_campaign=fraisdeportoffert;error
379;2021-08-31 14:37:14;CoffeeBox;Kontiki media;Victoria Branger;46;Fr;"[{""modelid"":null,""modelname"":"""",""payout"":""""}]";Les Bons Plans d'Internet;http://clk.tradedoubler.com/click?p=299668&a=3169219&g=24963402&epi=&url=https://www.coffretcafe.fr/fr/bi/index.html?id=18&ref=KONTIKI_3169219&email=[email];success
380;2021-08-31 14:40:36;E.Leclerc;Local Vista;Christophe Lespilette;42;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.15""}]";Comptoir des Reducs;https://clk.tradedoubler.com/click?p=321267&a=3234015&g=25066956;error
